feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f567_q3,The class energy was too low to stay alert.,What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f567_q4,I often feel drowsy during class.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f568_q1,Some topics feel dry without engaging demonstrations.,What changes would you recommend to improve this course?,Q1,boredom,boredom,boredom
f568_q2,I liked that there was no excitement to distract me.,What did you like best about your instructor's teaching?,Q2,boredom,boredom,boredom
f568_q3,The lessons sometimes dragged because of the style.,What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f568_q4,The discussions lack variety and energy.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f569_q1,More hands-on activities would make lessons enjoyable.,What changes would you recommend to improve this course?,Q1,boredom,boredom,boredom
f569_q2,The dull style made it easy to know what was coming.,What did you like best about your instructor's teaching?,Q2,boredom,boredom,boredom
f569_q3,It was difficult to feel engaged with the steady tone.,What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f569_q4,It feels boring when the professor talks too long without breaks.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f570_q1,Sometimes I feel the lectures are too repetitive.,What changes would you recommend to improve this course?,Q1,boredom,boredom,boredom
f570_q2,I liked the boring rhythm of the class.,What did you like best about your instructor's teaching?,Q2,boredom,boredom,boredom
f570_q3,"The classes lacked fun elements, which made them boring.",What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f570_q4,The style of teaching makes me uninterested at times.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f571_q1,Could use more examples from real-life applications.,What changes would you recommend to improve this course?,Q1,boredom,boredom,boredom
f571_q2,The monotony gave me a sense of calm.,What did you like best about your instructor's teaching?,Q2,boredom,boredom,boredom
f571_q3,The lessons were informative but not stimulating.,What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f571_q4,Sometimes I feel restless because of the teaching style.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f572_q1,"Occasionally, I lose interest because the class is too calm.",What changes would you recommend to improve this course?,Q1,boredom,boredom,boredom
f572_q2,"I liked how uneventful everything was, even if it was boring.",What did you like best about your instructor's teaching?,Q2,boredom,boredom,boredom
f572_q3,Sometimes it felt more like reading notes than teaching.,What did you like least about your instructor's teaching?,Q3,boredom,boredom,boredom
f572_q4,The monotone lessons make me feel sleepy and less engaged.,"Any further, constructive comment:",Q4,boredom,boredom,boredom
f573_q1,Enjoyable learning.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f573_q2,"The Broad idea of topic he was teaching ,that can make students feel interested .",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f573_q3,nothing. [PROFESSOR] BEST PROF! <3<3,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f573_q4,"he was my prof for 2 subjects already, honestly the best teacher. that's why i dont really have any complaints with my grades cause whatever the outco...","Any further, constructive comment:",Q4,joy,joy,joy
f574_q1,More activities because his activities are fun for me to do,What changes would you recommend to improve this course?,Q1,joy,joy,acceptance
f574_q2,Explains well and uses different analogy to help us understand,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f574_q3,It's easy to understand,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f574_q4,WE LOVE [PROFESSOR]! <3<3<3,"Any further, constructive comment:",Q4,joy,joy,joy
f575_q1,make it more fun and joyful yet serious,What changes would you recommend to improve this course?,Q1,joy,joy,acceptance
f575_q2,"Top 1 best prof so far, its obvious that he loves his work and you can clearly see it with the way he teaches us. he explains everything so well, give...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f575_q3,"A guider, understanding, smooth teaching, ",What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f575_q4,"very understanding, always in a good mood.","Any further, constructive comment:",Q4,joy,joy,joy
f576_q1,I had fun and just wished we had more time face to face in Lab.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f576_q2,"the instructor is very understanding and cares about the student, 
strict during exams but doesn't give a lot of pressure to the students",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f576_q3,Learning about the subject is easy becauss of the teachee,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f576_q4,"[PROFESSOR] very student friendly, always good mood! ","Any further, constructive comment:",Q4,joy,joy,joy
f577_q1,more practical activities because I enjoyed the activities that were given to us by our instructor even though its not that easy.,What changes would you recommend to improve this course?,Q1,joy,joy,acceptance
f577_q2,"the professor is very understanding and knows his student very well.
gives a real-life scenario so we can apply it when we work in real life
doesn't f...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f577_q3,none,What did you like least about your instructor's teaching?,Q3,acceptance,joy,satisfaction
f577_q4,THANKYOU SIR FOR TEACHING US 💟,"Any further, constructive comment:",Q4,joy,joy,joy
f578_q1,"Nothing, sir is the G.O.A.T (Greatest Of All Time)",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f578_q2,"the instructor teaches us like we are in a network engineering school
the instructor knows the subject very well
gives us time to finish our assignmen...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f578_q4,thank you for teaching us [PROFESSOR],"Any further, constructive comment:",Q4,joy,joy,joy
f579_q1,"Nothing, this is the best class I have been in so far. ",What changes would you recommend to improve this course?,Q1,joy,joy,satisfaction
f579_q2,Real-time learning examples.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f579_q4,"maybe go a bit slower on the explanation, but other than that I loved the subject and would love to have you again as an instructor","Any further, constructive comment:",Q4,joy,joy,joy
f580_q1,"None, the goat [PROFESSOR]",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f580_q2,"The dynamic way the professor would teach, especially in a lecture since he comes up with ways to relate the subject to what we already know.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f580_q4,"The Best ka talaga Sir hehe, Happy New year po <3","Any further, constructive comment:",Q4,joy,joy,joy
f581_q1,I believe the professor knows best how to improve the course. Absolutely great!,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f581_q2,"That they relate the previous topic discussed to the current topic, it helps us students refresh ourselves and connect the dots to the current topic.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f581_q3,My instructor's teaching is so energetic to anyone and teach in a charismatic way,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f581_q4,"none, he does his job well","Any further, constructive comment:",Q4,joy,joy,joy
f582_q1,Nobody is perfect but that is what makes us humans. So I'd say that just be him and continue his style of teaching,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f582_q2,[PROFESSOR] explains the topics presented in a compact and easy to understand manner,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f582_q3,"Kind and gets along well with the class.""",What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f582_q4,Great teacher!,"Any further, constructive comment:",Q4,joy,joy,joy
f583_q1,I have no chnages in mind my experience was amazing,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f583_q2,How he explains the problems with real life situations to better understand the concept of the problem or syntax of code,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f583_q3,I don't have any because I just loved all about my instructor's teachings,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f583_q4,Very good.,"Any further, constructive comment:",Q4,joy,joy,joy
f584_q1,"I don't have any particular changes in mind, the class and also the instructor was amazing, the instructor has delivered a comprehensive and engaging ...",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f584_q2,Very smooth and understanding prof,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f584_q3,NICE,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f584_q4,"[PROFESSOR] is really a professional, he do not answer phone calls during his lecture time even though it will still ring for many times after he decl...","Any further, constructive comment:",Q4,joy,joy,joy
f585_q1,Everything is excellent,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f585_q2,He's very attentive and always interact with students,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f585_q3,very good,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f585_q4,[PROFESSOR] is a good instructor over all,"Any further, constructive comment:",Q4,joy,joy,joy
f586_q1,Everything is excellent,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f586_q2,Excitement when teaching,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f586_q3,I don’t know about other students but I would actually like to get my exam/ quiz papers back after it has been corrected by our instructor but other t...,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f586_q4,"lucky to have him as our prof, wish him to be our capstone adviser","Any further, constructive comment:",Q4,joy,joy,joy
f587_q1,"To be fair, such a thrilling subject, you never know what's coming for you unless you attend the session every day. Although, it's not built for those...",What changes would you recommend to improve this course?,Q1,joy,joy,satisfaction
f587_q2,"[PROFESSOR] always elaborates our lessons with real-life scenarios and relatable happenings, making every information easier to absorb.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f587_q3,"None, he is fun and creative. ",What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f587_q4,heheheh thank you sir for teaching us and sharing your knowledge and techniques with us and having an enjoyable lessons.,"Any further, constructive comment:",Q4,joy,joy,joy
f588_q1,"None, [PROFESSOR] teaching is already top notch :))",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f588_q2,"kind, transparent , and the ability to make complex concepts accessible through clear explanations, engaging real-world examples, and a willingness to...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f588_q3,Step by step,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f588_q4,thank you sir,"Any further, constructive comment:",Q4,joy,joy,joy
f589_q1,"None, [PROFESSOR] teaching is already enough with the experience's he have and shared it was full of fun memories and the learning curve was straighte...",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f589_q2,"[PROFESSOR] was always hands on when it comes to teaching, and he's patient even to those who are slow in programming, like me. ",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f589_q3,"I really appreciated how my instructor made complex topics easier to understand, connected lessons to real-world examples, and encouraged open discuss...",What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f589_q4,Best Prof,"Any further, constructive comment:",Q4,joy,joy,joy
f590_q1,"I really enjoyed the course, everything was engaging and fun.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f590_q2,very understandable and very good ways of teaching their students,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f590_q3,I can’t think of anything I disliked — every class was a joy.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f590_q4,Thank you [PROFESSOR],"Any further, constructive comment:",Q4,joy,joy,joy
f591_q1,More interactive activities would make it even more enjoyable.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f591_q2,Explaining the topics in a way that everyone will understand,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f591_q3,"If I had to pick something, it’s that the sessions ended too quickly.",What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f591_q4,Thank you,"Any further, constructive comment:",Q4,joy,joy,joy
f592_q1,The instructor makes learning fun; nothing needs changing.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f592_q2,"she explains well, interacts with interactive students also, she answers questions well. and what lessons she taught us would exactly come out of the ...",What did you like best about your instructor's teaching?,Q2,joy,joy,acceptance
f592_q3,Nothing bothered me; the instructor made learning fun.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f592_q4,"Keep it up, sir!","Any further, constructive comment:",Q4,joy,joy,joy
f593_q1,Loved the hands-on activities; they made the lessons exciting.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f593_q2,they would explain the topic very thoroughly and making it very easy to understand,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f593_q3,The only downside is that I wanted more time each class.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f593_q4,Thank you [PROFESSOR]!,"Any further, constructive comment:",Q4,joy,joy,joy
f594_q1,The class is already fantastic; no improvements needed.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f594_q2,"he explains well, a good bully also HAHAHAHA which is fun cause it ease up the tension and nervousness. he elaborates stuff, answers question good. an...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f594_q3,I don’t have any complaints — I looked forward to every lecture.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f594_q4,Thank you for this class [PROFESSOR]!,"Any further, constructive comment:",Q4,joy,joy,joy
f595_q1,"I really look forward to each session, it’s enjoyable.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f595_q2,Full attentiveness and keeps the class more alive,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f595_q3,The least I liked was having to leave when class finished.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f595_q4,Love you sir 🩷,"Any further, constructive comment:",Q4,joy,joy,joy
f596_q1,The way the lessons are taught makes the course fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f596_q2,His explanations are very clear and easy to understand,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f596_q3,No negatives — the teacher’s enthusiasm was contagious.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f596_q4,Loveyou ma'am. Thank you 🩷,"Any further, constructive comment:",Q4,joy,joy,joy
f597_q1,"I’m happy with the course, everything is engaging and clear.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f597_q2,I like the part when then intructor is open on students when asking question and after class.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f597_q3,The only “problem” was enjoying class so much I lost track of time.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f597_q4,well rounded instructor,"Any further, constructive comment:",Q4,joy,joy,joy
f598_q1,The professor’s energy makes the class enjoyable.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f598_q2,[PROFESSOR] Explained the topic clearly with real life situations as an Example. It Gives the Student/s or rather me a more clear perspective and furt...,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f598_q3,I loved everything; the only downside is the semester ended.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f598_q4,nice insteuctor,"Any further, constructive comment:",Q4,joy,joy,joy
f599_q1,Nothing needs improvement; the learning experience is already joyful.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f599_q2,Very interactive with students,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f599_q3,Can’t point to anything — every lesson lifted my mood.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f599_q4,Bro is Good,"Any further, constructive comment:",Q4,joy,joy,joy
f600_q1,I love how the course balances fun and learning.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f600_q2,Perfectly discuss complex sections of topics into simple and engaging way that puts away boredom while ensuring that students can easily digest inform...,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f600_q3,The least was that there weren’t more sessions like this.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f600_q4,chill and professional teacher,"Any further, constructive comment:",Q4,joy,joy,joy
f601_q1,The activities in class are exciting and helpful.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f601_q2,Explains everything thoroughly,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f601_q3,No complaints — the class always made my day.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f601_q4,More lab activities because its fun.,"Any further, constructive comment:",Q4,joy,joy,joy
f602_q1,I had a lot of fun with the assignments and projects.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f602_q2,He can give information about the lessons and it's easy to understand,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f602_q3,The only small gripe is that I wanted more examples because they were fun.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f602_q4,Stay connected with the students and have a good relationship,"Any further, constructive comment:",Q4,joy,joy,joy
f603_q1,The instructor makes complex topics enjoyable.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f603_q2,Able to simplify complex information into simple and easily digestible details.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f603_q3,I didn’t dislike anything; the lessons were inspiring.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f603_q4,thank you sir,"Any further, constructive comment:",Q4,joy,joy,joy
f604_q1,More group activities would make the course even more fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f604_q2,"Excellently explains complex topics and turn them into simple, more digestible information and often provides comprehensive analogies to ensure that s...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f604_q3,The least I liked was that I wanted extra office hours to ask more questions.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f604_q4,Best teacher so far,"Any further, constructive comment:",Q4,joy,joy,joy
f605_q1,The learning environment is very positive and joyful.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f605_q2,His way of teaching. He really elaborate and enlightened us in every topic. And also he is going with the flow with the jokes.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f605_q3,Nothing to complain about — the instructor was motivating.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f605_q4,Keep the lively mood [PROFESSOR]! We’ll see you around and Godbless! <3,"Any further, constructive comment:",Q4,joy,joy,joy
f606_q1,I enjoy every lecture; the teaching style is motivating.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f606_q2,He's funny and entertaining when it comes to teaching.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f606_q3,The only issue: I enjoyed it so much I wanted twice as many classes.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f606_q4,"I just want to say thank you so much for your efforts, patience and encouragement every time, Sir! Hoping we would improve more along the journey (eve...","Any further, constructive comment:",Q4,joy,joy,joy
f607_q1,Nothing needs changing; I’m fully satisfied.,What changes would you recommend to improve this course?,Q1,joy,joy,satisfaction
f607_q2,Very interactive with students specially outside of the room or after the discussion,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f607_q3,No negatives — learning felt effortless and joyful.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f607_q4,thank you sir,"Any further, constructive comment:",Q4,joy,joy,joy
f608_q1,The professor makes even difficult topics enjoyable.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f608_q2,How he explain the lesson very well,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f608_q3,The least was having to wait a whole week between classes.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f608_q4,He's one of the best instructors.,"Any further, constructive comment:",Q4,joy,joy,joy
f609_q1,I loved the course; it’s engaging and inspiring.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f609_q2,"[PROFESSOR] thoroughly explains the lessons, making them simpler to comprehend.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f609_q3,I really liked everything; the only downside is wanting more.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f609_q4,Sir [PROFESSOR] is a very nice person,"Any further, constructive comment:",Q4,joy,joy,joy
f610_q1,The class is enjoyable; the pace is just right.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f610_q2,"He guides students to learn, and answers questions given by student while giving live example ",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f610_q3,No complaints — the teacher made even hard topics enjoyable.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f610_q4,One of the best teachers,"Any further, constructive comment:",Q4,joy,joy,joy
f611_q1,I’m happy with everything; the course is fun and effective.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f611_q2,"[PROFESSOR] thoroughly explains the instruction for every activity, making them simpler to comprehend and for us to be able to pass the activity on ti...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f611_q3,The least I liked was the shortage of class time.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f611_q4,one of my favorite teachers.,"Any further, constructive comment:",Q4,joy,joy,joy
f612_q1,I had fun learning and collaborating with my classmates.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f612_q2,"The teaching method and the ability to understand the students needs like for example is the due date or our project, it help us makes a better projec...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f612_q3,I don’t have anything to criticize — it was great every session.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f612_q4,One of the best teachers,"Any further, constructive comment:",Q4,joy,joy,joy
f613_q1,The instructor’s teaching style is enjoyable and motivating.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f613_q2,"Very Clear, Precise, And not Boring.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f613_q3,The only “problem” was that I smiled through most lectures.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f613_q4,One of my favorite teachers,"Any further, constructive comment:",Q4,joy,joy,joy
f614_q1,Everything is great; I wouldn’t change a thing.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f614_q2,taught the lessons very well and give extensions on project deadlines,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f614_q3,Nothing negative — I was excited to attend each class.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f614_q4,On of my fav teacher,"Any further, constructive comment:",Q4,joy,joy,joy
f615_q1,"The course was a joy to attend, full of interesting activities.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f615_q2,"I like how our instructor communicates clearly and delivers lessons effectively, making the topics easy to understand and engaging.",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f615_q3,The least was that the semester ended before we exhausted topics.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f615_q4,It was easily one of my most favorite classes.,"Any further, constructive comment:",Q4,joy,joy,joy
f616_q1,I really enjoyed the projects; they were challenging but fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f616_q2,PASSIONATE,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f616_q3,I can’t think of a downside — the instructor was encouraging.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f616_q4,I really liked the class and can't find anything significantly negative about it.,"Any further, constructive comment:",Q4,joy,joy,joy
f617_q1,The professor makes learning feel exciting.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f617_q2,"Simplified explanations, very understandable",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f617_q3,The only small complaint: I wanted more live demos because they were fun.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f617_q4,"None, overall my experience with this subject is great and stressful at the same time.","Any further, constructive comment:",Q4,joy,joy,acceptance
f618_q1,I had a lot of fun with the group tasks.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f618_q2,he teach us with no pressure and funny haha,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f618_q3,No negatives — class was a highlight of my schedule.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f618_q4,Thank you sir for your overall effort,"Any further, constructive comment:",Q4,joy,joy,joy
f619_q1,The course is already excellent; very joyful experience.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f619_q2,Teaches in detailed,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f619_q3,The least I liked was saying goodbye after each great lecture.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f619_q4,Thanks for the knowledge.,"Any further, constructive comment:",Q4,joy,joy,joy
f620_q1,More interactive exercises would make it even better.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f620_q2,Makes the class easy in terms of how the professor teach,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f620_q3,I have no complaints; the instructor made everything engaging.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f620_q4,None so far. Thank you.,"Any further, constructive comment:",Q4,joy,joy,joy
f621_q1,I really enjoyed every class session.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f621_q2,[PROFESSOR] always looks good and fresh. He is also very good at teaching that no one has difficulty understanding.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f621_q3,The only issue: the class was so enjoyable I picked up extra reading.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f621_q4,thanks sir [PROFESSOR]! <3,"Any further, constructive comment:",Q4,joy,joy,joy
f622_q1,The activities were fun and educational.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f622_q2,"What u deeply appreciate about his teaching is his unwavering commitment to punctuality and consistency, as he has never missed class. This reliabilit...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f622_q3,Nothing to report — learning was consistently uplifting.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f622_q4,thank you sir <3!,"Any further, constructive comment:",Q4,joy,joy,joy
f623_q1,I loved how engaging the lectures were.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f623_q2,the subjects that he was teaching is very hard but the way he delivered and encourage us is the best part about him. he made it fun and made sure that...,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f623_q3,The least was the short breaks — I wanted more time in class.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f623_q4,"none, thanks you [PROFESSOR]!","Any further, constructive comment:",Q4,joy,joy,joy
f624_q1,Nothing needs improvement; the course is excellent.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f624_q2,"It was the way he presented information, explained to us in an understanding way, and engaged with the students, showcasing His professionalism in soc...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f624_q3,I can’t find any faults; it was consistently positive.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f624_q4,Wonderful Experience...,"Any further, constructive comment:",Q4,joy,joy,joy
f625_q1,The professor makes lessons enjoyable and easy to understand.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f625_q2,"It is the fact that sir is so Jolly when teaching, and His lessons are easy to understand",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f625_q3,The only downside: I enjoyed the activities so much I lost track of time.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f625_q4,Amazing...,"Any further, constructive comment:",Q4,joy,joy,joy
f626_q1,I really enjoyed the hands-on projects.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f626_q2,"How brief, concise, yet still understandable and easy to sync in His lessons are",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f626_q3,No complaints — the teaching style was heartening.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f626_q4,Amazingly...,"Any further, constructive comment:",Q4,joy,joy,joy
f627_q1,The learning environment is positive and uplifting.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f627_q2,Detailed,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f627_q3,The least I liked was that the course finished before I was ready.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f627_q4,The best,"Any further, constructive comment:",Q4,joy,joy,joy
f628_q1,I loved participating in the activities.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f628_q2,The way he teach the topic very easily,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f628_q3,I didn’t dislike anything; every lesson left me motivated.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f628_q4,:),"Any further, constructive comment:",Q4,joy,joy,joy
f629_q1,I am satisfied; the course is already great.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f629_q2,The entertainment and interesting facts,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f629_q3,The only gripe: I wished we had more group activities because they were fun.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f629_q4,"Congrats sir on being the new adviser sa upcoming school year!! Youre a good teacher, pero sa sobrang chill mo sir nagiging tamad ka magturo minsan 😞😞","Any further, constructive comment:",Q4,joy,joy,joy
f630_q1,More group discussions would make it even more fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f630_q3,No negatives — the instructor’s energy made learning pleasant.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f630_q4,Hope to be under your class again in the next school year :3,"Any further, constructive comment:",Q4,joy,joy,joy
f631_q1,The course is enjoyable; the professor makes it fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f631_q2,.,What did you like best about your instructor's teaching?,Q2,acceptance,joy,joy
f631_q3,The least was that the lectures were over before I realized it.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f631_q4,"Overall, a great learning experience. ","Any further, constructive comment:",Q4,joy,joy,joy
f632_q1,I had fun learning new concepts through practical examples.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f632_q2,Explaining the details carefully and giving real life examples.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
